lat,lon,u850,v850,q850,z500,rh850,mslp,t2m,driver,share
21.75,90.5,0.7103605,4.9682918,16.691425,2.052957,12.436314,4.8616114,5.100278,q850,0.35649264
21.75,90.75,2.0460165,5.1241784,20.468096,1.6173743,9.792583,6.3720837,6.438217,q850,0.39469084
21.75,91.0,3.3362458,9.174664,21.371029,1.9870098,11.368076,7.3895416,6.1575522,q850,0.35158902
21.75,91.25,2.3305733,5.079694,18.534046,2.6865509,11.264521,4.2233286,4.76356,q850,0.3791568
21.75,91.5,1.3998642,3.0294456,14.44371,1.8979397,14.73086,3.688898,4.0375047,rh850,0.34076947
21.75,91.75,2.3906133,6.2470675,16.218607,2.616878,17.994764,5.072069,4.6685834,rh850,0.3259414
21.75,92.0,1.2387723,6.1171265,18.135727,2.828211,17.80528,3.9485703,3.9717624,q850,0.33556435
21.75,92.25,1.2018701,9.3784,17.893568,2.4458644,20.128773,4.519439,3.910507,rh850,0.33842143
21.75,92.5,2.4251173,5.3838663,19.755896,1.867425,21.779673,3.964952,6.1380377,rh850,0.35520974
21.75,92.75,1.5203035,5.1268473,14.492192,2.0467184,17.9604,3.8007932,4.740885,rh850,0.3614625
21.75,93.0,1.5156523,4.683388,23.124626,2.6626244,27.28298,5.491144,10.247524,rh850,0.36373457
21.75,93.25,1.9834912,3.384787,22.466925,3.3248816,29.400316,5.4023848,6.9902353,rh850,0.40300342
21.75,93.5,3.0890632,3.6585577,14.952122,2.5442095,30.909424,6.2890973,6.2588363,rh850,0.45655578
21.75,93.75,2.1192923,2.893161,18.866467,1.9259053,24.51227,6.284913,5.3497477,rh850,0.3956671
21.75,94.0,1.6352386,2.3850815,18.06805,2.7085388,10.014765,4.8003635,6.4475017,q850,0.39227596
21.75,94.25,1.275917,1.849319,19.143644,2.6159956,7.706969,4.656025,4.068702,q850,0.46334055
21.75,94.5,2.14169,2.857428,20.015923,1.7638713,8.68465,5.698665,3.6768286,q850,0.4463948
21.75,94.75,1.2328391,3.0121024,16.887796,3.121466,6.457795,3.376024,5.2866445,q850,0.42890006
21.75,95.0,1.2664939,3.6600263,15.208747,2.2947009,5.883528,4.2383084,6.278381,q850,0.3916733
21.75,95.25,1.8971158,4.3129435,14.266795,2.5916283,9.299189,4.3703485,7.5812535,q850,0.3219095
21.75,95.5,1.8622742,2.8943424,10.695027,2.7367463,8.745038,2.9504128,6.90787,q850,0.2906912
21.75,95.75,1.0938935,2.1650605,9.338519,2.372143,10.154351,2.4202106,5.8439054,rh850,0.30413103
21.75,96.0,1.122272,4.613606,8.903781,3.6673858,9.711213,2.3708549,7.4721007,rh850,0.25649503
21.75,96.25,1.173043,5.3049183,7.789276,1.8849987,10.940515,2.832366,4.848386,rh850,0.31462216
21.75,96.5,1.3224846,3.2245297,11.57845,1.7849145,9.20038,2.9425712,3.6263373,q850,0.3437816
21.75,96.75,1.2424736,3.0762212,17.149137,2.3430564,17.246544,4.4787936,6.054825,rh850,0.3342933
21.75,97.0,1.5905373,2.0577028,14.575096,1.6858319,11.372102,3.6823165,4.8301764,q850,0.36626586
21.75,97.25,1.5239512,2.846912,20.672062,2.0006034,10.416095,3.3940501,5.3404775,q850,0.4475039
21.75,97.5,0.9257881,1.6737169,14.703794,2.0342557,4.455769,3.488326,4.545218,q850,0.4619931
21.75,97.75,1.5993884,2.3067458,17.824726,2.417019,5.3984327,3.578375,5.302745,q850,0.4638542
21.75,98.0,2.2816732,1.8569323,15.493206,2.1702795,5.1784267,3.65962,5.533696,q850,0.4282987
21.75,98.25,2.0592048,2.578245,17.781511,2.1038623,9.162636,3.9884262,4.712834,q850,0.41950667
21.75,98.5,1.0434347,2.0552967,17.780731,2.0019214,5.017297,2.8725193,4.9243965,q850,0.49812117
21.75,98.75,1.1266263,2.4531097,19.190508,2.0826507,7.2635875,3.5040388,4.654121,q850,0.47649106
21.75,99.0,1.3913195,1.9108741,16.589571,2.315115,5.6794543,3.2498302,5.299577,q850,0.45531037
21.75,99.25,1.1067673,2.4504168,17.203257,2.4452462,4.1418285,3.8154786,5.204922,q850,0.47303388
21.75,99.5,2.2913568,2.3559754,15.858683,2.22195,3.7202833,3.7515712,5.2504334,q850,0.4473503
21.75,99.75,1.5910349,2.191535,18.822458,3.093934,4.1974683,3.1642442,5.391329,q850,0.48950526
21.75,100.0,1.7389152,2.4052584,15.664394,1.7012081,4.4394455,3.7263098,5.0735984,q850,0.45078528
22.0,66.5,1.6526086,1.8898791,14.913121,1.4013813,18.369543,4.669963,2.349631,rh850,0.4059915
22.0,66.75,1.3876569,1.5723437,12.297832,1.4485496,18.099457,4.0785193,2.5776837,rh850,0.43653077
22.0,67.0,1.371593,1.5007815,10.944194,1.5003701,17.654783,3.3787205,2.668824,rh850,0.45246324
22.0,67.25,1.4184144,1.8119397,14.837703,1.5019952,17.57897,4.5410547,2.7922711,rh850,0.39518982
22.0,67.5,1.3776999,2.451141,17.78191,1.7488854,17.217724,4.6480455,3.173709,q850,0.36740154
22.0,67.75,2.133293,3.3883495,20.692291,2.2242274,15.748115,5.112784,3.456078,q850,0.39223272
22.0,68.0,1.7456967,2.094049,17.597754,1.4442574,17.81434,3.351593,2.4361591,rh850,0.3832372
22.0,68.25,1.5502137,2.7070372,16.364809,1.3833627,17.15297,3.378426,3.217466,rh850,0.37489322
22.0,68.5,1.5127378,2.363913,16.127316,1.4749221,16.989994,4.431513,2.3628101,rh850,0.37535992
22.0,68.75,1.8543174,1.3542193,14.744978,1.6522999,16.061808,6.196741,2.9090803,rh850,0.35873514
22.0,69.0,1.9852931,1.2289714,17.638302,1.8412158,16.474188,6.2477407,2.5045297,q850,0.36807626
22.0,69.25,1.7433352,1.3592048,18.691498,1.6333128,17.50387,5.5432367,2.736092,q850,0.37982705
22.0,69.5,1.9051806,1.6167227,22.100973,1.6050627,20.23824,8.280135,2.9221318,q850,0.3767097
22.0,69.75,1.9382243,1.598225,17.763401,1.2489097,13.552737,10.013337,3.3674192,q850,0.35898528
22.0,70.0,1.8623825,3.0251822,21.454374,2.0734692,19.574915,8.963151,3.3358102,q850,0.35585716
22.0,70.25,2.4205773,1.5528936,19.585495,1.5342817,19.208807,6.4666324,3.2802126,q850,0.3623662
22.0,70.5,3.172987,2.6596024,30.317648,1.9501275,22.948383,10.150672,4.708238,q850,0.39940172
22.0,70.75,1.6597824,1.9353896,27.15872,2.3822875,17.292116,8.599743,4.0894737,q850,0.43028823
22.0,71.0,2.9915333,1.5572466,24.837975,1.6444803,21.106867,7.9266148,3.9477246,q850,0.38801795
22.0,71.25,2.2006872,1.3051763,20.599354,2.0021784,17.241568,6.0949225,4.8879766,q850,0.37913948
22.0,71.5,1.8739823,1.2842082,28.069664,1.5748444,17.956234,8.1236515,4.0824895,q850,0.44579738
22.0,71.75,2.5545287,2.0163763,24.974617,2.0404677,16.640257,7.5531087,6.426134,q850,0.40148574
22.0,72.0,2.411561,1.7871947,27.83415,1.8488446,24.507648,7.6285467,6.7450547,q850,0.38253164
22.0,72.25,2.425163,1.1757011,28.69467,1.4373711,22.899763,9.765563,2.944799,q850,0.41380754
22.0,72.5,2.0493083,1.7843661,20.597483,1.4680889,25.676674,6.8990426,4.2662635,rh850,0.40924725
22.0,72.75,3.302134,1.8433807,24.154922,1.8880126,27.086231,9.356763,10.381698,rh850,0.34720087
22.0,73.0,3.645813,1.4994028,32.785675,1.8937613,26.951263,11.4548235,10.735838,q850,0.36851674
22.0,73.25,3.26393,2.0166643,25.887585,1.9791557,27.793016,7.4417095,10.59233,rh850,0.3519244
22.0,73.5,2.8674183,1.9813346,29.772215,1.6639607,28.307327,6.827416,9.205741,q850,0.36926588
22.0,73.75,1.7114098,1.3845496,16.64674,1.982514,22.552113,3.0092344,7.604242,rh850,0.41085413
22.0,74.0,4.7644224,2.4248905,24.9292,2.2422054,29.2285,5.0736833,6.760003,rh850,0.38752818
22.0,74.25,3.9567735,2.5756557,21.459925,2.2436676,30.85675,5.6528797,8.902272,rh850,0.4078995
22.0,74.5,3.3071654,2.0137954,22.995897,2.4507895,23.925997,5.8063745,5.806979,rh850,0.3608367
22.0,74.75,3.550646,2.1435924,23.596119,2.1696508,31.641294,5.7998543,7.6053386,rh850,0.4135766
22.0,75.0,2.8706088,2.4592586,18.688532,2.515598,27.036821,6.8693986,8.087137,rh850,0.39454058
22.0,75.25,2.8873186,2.283377,20.19283,2.0981119,24.539278,5.609598,6.9707265,rh850,0.37997535
22.0,75.5,2.6172872,2.6164708,22.84283,2.692744,23.04843,6.1434503,7.2120147,rh850,0.3431193
22.0,75.75,2.5314956,3.5933537,25.442705,3.2704659,33.866447,9.927662,9.198528,rh850,0.385588
22.0,76.0,2.4718556,6.3600774,31.101074,4.011213,32.207386,11.204009,10.442843,rh850,0.32932407
22.0,76.25,2.5305684,4.0000567,21.59342,2.8985627,24.774277,7.2140727,8.256019,rh850,0.34762633
22.0,76.5,5.3966618,5.4199286,24.999678,3.1752014,32.174767,10.297421,8.709081,rh850,0.35681254
22.0,76.75,3.0619717,6.8825407,26.262209,2.10053,29.580044,7.939178,8.218865,rh850,0.3519534
22.0,77.0,2.9560697,8.751617,32.60875,2.990117,44.226585,9.946754,11.799855,rh850,0.39041916
22.0,77.25,5.7846255,12.711668,33.11619,2.663664,57.028122,10.529023,12.758447,rh850,0.42371187
22.0,77.5,2.4995291,10.882497,33.285126,3.7558482,43.070534,7.3295064,10.969858,rh850,0.38527077
22.0,77.75,6.527848,16.233423,41.778576,4.3075376,68.14695,11.918191,13.177254,rh850,0.42042717
22.0,78.0,3.745365,14.121985,35.174286,3.7942235,43.966114,7.3522043,10.064323,rh850,0.37190554
22.0,78.25,2.6224265,12.792121,39.21854,4.997879,40.124214,8.206526,8.617663,rh850,0.34417936
22.0,78.5,2.5627985,8.993043,30.724041,3.2500157,42.246162,5.844932,9.888002,rh850,0.40814
22.0,78.75,2.0054667,2.6582263,20.617476,2.2866683,21.777847,4.311585,6.328404,rh850,0.36305082
22.0,79.0,2.8998337,11.999091,36.342293,3.2421458,37.40484,8.2297735,7.9701376,rh850,0.34605876
22.0,79.25,4.6202645,15.655233,37.379826,3.5162346,41.61459,11.008376,12.228008,rh850,0.33021545
22.0,79.5,2.550913,8.158034,36.13224,2.7458928,34.468475,9.9338045,10.7943945,q850,0.34482673
22.0,79.75,1.7374899,7.227592,25.33799,2.2275796,33.650776,7.944929,8.18601,rh850,0.38987198
22.0,80.0,1.5342319,8.372438,30.761526,2.3062048,24.601227,12.027115,7.4658594,q850,0.35330215
22.0,80.25,2.1958072,11.398258,41.379322,2.7616546,53.25144,14.568427,11.114816,rh850,0.38963595
22.0,80.5,1.9055275,3.7361355,21.99569,1.8162581,23.791464,7.9037223,8.270661,rh850,0.3427204
22.0,80.75,2.1053796,5.7498164,25.501816,2.1835258,25.323912,9.991063,7.8716884,q850,0.32392636
22.0,81.0,3.5236266,8.153403,38.104897,2.3781474,41.51729,13.093109,10.12416,rh850,0.3551685
22.0,81.25,2.322249,2.9617143,26.66286,1.752064,25.25924,9.573751,7.9156885,q850,0.34877318
22.0,81.5,2.5493445,3.2981064,31.32457,2.3087811,26.461813,12.854682,6.860713,q850,0.36569342
22.0,81.75,2.6046672,4.252076,32.21525,1.6376439,21.499607,12.629136,6.192701,q850,0.39756656
22.0,82.0,2.1278708,2.666433,35.284153,2.3835554,20.367659,12.415383,5.6398845,q850,0.4362265
22.0,82.25,2.1534343,2.1682615,29.937153,1.7339483,26.863277,11.900829,5.5315647,q850,0.3728699
22.0,82.5,2.466102,5.2804604,36.519855,2.5892406,32.729298,14.581581,6.702127,q850,0.3620535
22.0,82.75,1.8773667,2.698704,23.879656,2.4461057,20.97591,10.423736,5.9713507,q850,0.34976807
22.0,83.0,1.7792778,2.479623,34.427963,2.525443,25.822714,14.655794,6.952315,q850,0.3883884
22.0,83.25,2.6915448,3.4010308,44.655712,2.8697367,37.522984,17.55106,9.824393,q850,0.37678912
22.0,83.5,2.271638,1.2285817,35.325443,2.0024805,29.714764,12.122005,7.989134,q850,0.38967308
22.0,83.75,2.1451702,2.630212,32.63608,2.6559079,26.416964,14.522869,7.2142463,q850,0.36993363
22.0,84.0,3.208741,1.7720509,38.399506,2.8187788,32.909103,13.714328,6.470973,q850,0.38672736
22.0,84.25,2.1323133,1.2818822,31.756695,2.272376,26.063135,13.865038,6.3500104,q850,0.3793137
22.0,84.5,2.4217112,1.4275559,31.541044,2.8232815,30.866533,12.686381,8.431955,q850,0.34968498
22.0,84.75,1.8890953,1.3639442,31.793922,2.4141624,25.27807,11.766696,6.8134503,q850,0.39097613
22.0,85.0,2.15488,1.1647625,26.487114,2.3989892,24.053982,10.370685,6.3368664,q850,0.3629999
22.0,85.25,2.507891,3.1643796,36.27409,2.805403,30.487991,10.357729,8.898451,q850,0.3838693
22.0,85.5,2.2446628,1.5513601,35.975384,2.1833947,23.26395,10.662665,6.9859962,q850,0.43413183
22.0,85.75,1.6303293,1.2514052,29.351175,2.9662333,16.976982,9.207039,6.1325526,q850,0.434731
22.0,86.0,1.9819487,1.4291614,44.90587,3.1478536,21.625076,15.646678,7.2291484,q850,0.46793652
22.0,86.25,2.822277,1.6566464,36.09509,2.411633,20.9409,10.248041,8.092382,q850,0.43875554
22.0,86.5,2.455418,1.6232016,25.125956,2.4684892,12.993431,9.18524,7.482777,q850,0.40965444
22.0,86.75,1.6767285,1.5530127,29.138575,1.9641724,13.23583,10.227341,4.1273074,q850,0.47056165
22.0,87.0,2.0260744,2.2525115,27.216194,2.9044273,15.676272,10.359684,2.9647026,q850,0.4292784
22.0,87.25,1.674913,2.3231347,37.14286,2.779802,15.545119,15.560763,5.2868237,q850,0.46247393
22.0,87.5,1.2503113,2.053527,28.436996,2.3565261,15.114618,12.775435,4.388709,q850,0.42842203
22.0,87.75,2.8379562,2.9979808,40.351868,2.3736522,18.797073,18.504381,4.4792714,q850,0.44665587
22.0,88.0,1.4860154,2.1369045,32.49903,2.20902,18.002386,12.886557,5.6665926,q850,0.4339771
22.0,88.25,4.7384486,3.7502031,39.90382,2.3305914,20.394156,15.137343,7.725378,q850,0.42459932
22.0,88.5,4.054478,3.4265435,28.166494,1.9919175,17.21976,10.19728,5.1074452,q850,0.40143844
22.0,88.75,2.2016964,4.1391315,31.636341,2.6552296,17.955908,10.0438175,6.5121117,q850,0.4210082
22.0,89.0,2.3904467,5.2888002,33.591087,2.4273312,17.307976,13.807033,8.38725,q850,0.40373942
22.0,89.25,2.7622826,4.627295,18.986998,3.5943491,10.340224,5.7639003,8.9285345,q850,0.34519562
22.0,89.5,2.3913817,6.6590858,17.324753,2.1378407,11.027342,5.8007536,7.6114655,q850,0.32717457
22.0,89.75,1.5595404,5.379138,19.281725,2.3879957,9.778829,5.6347866,7.1105437,q850,0.37709296
22.0,90.0,1.5821753,6.390161,17.545532,2.2185311,10.727926,6.2274537,8.628919,q850,0.32905668
22.0,90.25,4.488999,6.5889726,21.705254,3.0127287,9.668885,7.0538735,9.997022,q850,0.34719664
22.0,90.5,4.244997,5.0194707,16.973372,4.018142,9.464115,4.788782,8.307176,q850,0.32136765
22.0,90.75,1.0603844,3.217158,16.715834,1.6565466,9.601304,6.412887,8.64566,q850,0.35332727
22.0,91.0,0.79699266,5.51797,17.835333,1.9385831,11.315592,4.513088,4.8940854,q850,0.38100204
22.0,91.25,2.9004905,6.28461,18.441515,3.248355,11.420248,4.370302,4.4816394,q850,0.36055794
22.0,91.5,1.2103797,4.2125473,14.364927,2.1246402,13.600521,3.5068746,4.2447977,q850,0.3320243
22.0,91.75,2.2450078,7.684667,17.432049,2.9081252,17.312748,4.8944135,5.1906657,q850,0.30228457
22.0,92.0,2.5072575,4.870789,14.532117,2.067362,13.725938,3.9139946,4.104204,q850,0.31783876
22.0,92.25,3.3826215,7.0128417,19.666399,2.5787432,20.771252,3.8572354,4.1951065,rh850,0.33794066
22.0,92.5,1.2105975,4.2758923,18.321169,3.4329793,17.850378,3.2191727,6.6813626,q850,0.33316332
22.0,92.75,2.8530765,7.116135,22.335354,2.6161594,20.548445,4.620218,7.83557,q850,0.32882395
22.0,93.0,1.6142603,3.9274771,16.750217,3.1354172,25.884907,4.3514547,9.340313,rh850,0.39820457
22.0,93.25,2.462106,3.568021,25.448614,2.5738304,31.759027,6.234752,5.566681,rh850,0.40919712
22.0,93.5,2.0699136,2.8110044,20.796213,2.6751308,27.85224,6.715404,7.150059,rh850,0.3974918
22.0,93.75,1.7937611,2.877519,18.55727,2.5314703,16.85203,4.5995054,5.46183,q850,0.35230824
22.0,94.0,2.0849469,2.4056506,22.36985,1.8839333,8.783457,4.1493464,6.1778846,q850,0.46744996
22.0,94.25,2.9490168,2.250912,21.251898,1.9809277,7.7444935,5.2016354,4.68796,q850,0.4613274
22.0,94.5,2.3793879,1.5127527,17.28238,2.6532993,8.628895,4.4632974,3.9009345,q850,0.42337036
22.0,94.75,1.0755496,1.7011713,16.53953,3.8951058,5.5448256,3.136587,5.8062167,q850,0.43872616
22.0,95.0,1.8831326,2.5751154,22.366003,4.340144,7.4022927,3.6744819,9.33354,q850,0.43366224
22.0,95.25,1.7829621,3.828634,13.034138,2.1887813,9.268595,4.079844,7.9735246,q850,0.3091847
22.0,95.5,0.88804096,3.424588,10.614338,2.327102,11.981079,3.2512674,7.7774405,rh850,0.29756412
22.0,95.75,1.0451939,2.7816784,8.534134,2.0880766,10.252074,3.6773105,6.2456017,rh850,0.29609674
22.0,96.0,1.396036,3.4808257,7.876395,2.0250423,11.804999,2.8428266,6.304127,rh850,0.33039227
22.0,96.25,1.7825991,3.2536552,10.022064,2.1243432,13.307888,2.6530664,4.280935,rh850,0.3555925
22.0,96.5,1.0663168,4.641313,12.989515,3.2209213,14.717518,4.3253202,8.134424,rh850,0.2997743
22.0,96.75,1.1551725,2.877864,17.372156,2.2683458,20.177252,5.0260224,6.0943604,rh850,0.36705148
22.0,97.0,1.2165203,1.6633471,13.78295,1.7826517,10.352186,2.9821386,5.031831,q850,0.3744184
22.0,97.25,1.4427387,2.3253293,20.521376,2.1755013,7.15768,3.2081873,4.9840784,q850,0.4907672
22.0,97.5,2.0370383,1.5825149,13.597321,2.7725644,4.40585,3.196898,4.881521,q850,0.41871786
22.0,97.75,1.8689216,2.394592,20.198256,2.6766732,4.5458446,3.806817,5.026983,q850,0.49849975
22.0,98.0,2.4183328,2.2864978,16.941626,2.5098352,5.7772164,3.1966856,4.5486326,q850,0.44963253
22.0,98.25,1.836209,2.526973,20.415245,2.4393978,7.3563604,3.2190158,4.262673,q850,0.4854315
22.0,98.5,2.2288108,2.8202558,19.739843,2.239311,5.111984,3.6595712,4.8290873,q850,0.48585764
22.0,98.75,1.290493,1.9366213,17.539932,2.3534954,6.7641835,3.2793043,4.90559,q850,0.4607331
22.0,99.0,1.0654151,1.7582204,15.440018,1.6264927,6.228851,3.394259,4.7020464,q850,0.4512606
22.0,99.25,1.375982,2.2838469,16.070595,2.1665633,4.945994,4.0147247,5.382499,q850,0.44344658
22.0,99.5,1.281155,2.4546163,18.71059,1.8064313,5.037783,3.9826412,4.439832,q850,0.49613044
22.0,99.75,1.3559871,2.0980558,18.571453,2.8219278,4.662102,3.2876263,5.7304735,q850,0.48202956
22.0,100.0,1.3307374,2.0027401,13.5767355,2.0847776,5.666741,3.5307882,4.6425486,q850,0.4134828
22.25,66.5,1.2077444,1.6670936,12.012654,1.387909,18.867,4.139751,2.5633347,rh850,0.450873
22.25,66.75,1.3441019,1.4459753,12.317603,1.3168111,19.152304,4.3507743,1.94123,rh850,0.45743617
22.25,67.0,1.220466,2.578389,13.79595,1.2419059,18.134562,4.886405,2.7750928,rh850,0.40630597
22.25,67.25,1.554407,1.5829792,13.884895,1.2434713,17.872799,5.381981,2.9143963,rh850,0.4022241
22.25,67.5,1.5202793,1.6561681,14.719246,1.2879882,17.67069,5.6530256,3.426043,rh850,0.3847021
22.25,67.75,0.9778125,1.4872952,13.917281,1.680479,17.752033,4.3816533,2.710635,rh850,0.41373095
22.25,68.0,2.6018095,2.0220983,14.560688,1.7695394,16.255657,5.070313,2.6873052,rh850,0.36149862
22.25,68.25,1.4979495,2.0099754,15.3952875,1.6663285,17.466614,3.2526383,2.996124,rh850,0.39441448
22.25,68.5,1.7941008,1.9754312,16.054668,1.8119515,17.205116,4.3315935,2.554302,rh850,0.37625593
22.25,68.75,2.2194047,2.1823878,19.432507,1.595564,17.20855,5.95683,3.4615214,q850,0.37329456
22.25,69.0,1.8220962,2.2292478,20.914358,1.3721901,16.73638,6.9054685,3.3087823,q850,0.392474
22.25,69.25,1.4216895,1.5064064,14.212524,1.7865016,19.94434,6.5625706,2.5679343,rh850,0.41549006
22.25,69.5,1.2377553,1.5157951,16.541235,1.5442351,16.162706,7.6691504,2.912906,q850,0.34762338
22.25,69.75,2.0464463,2.154029,17.553234,1.62101,15.626539,9.062809,4.304059,q850,0.33518928
22.25,70.0,2.3563726,1.4276619,21.339882,1.6656812,16.570871,7.923557,3.840136,q850,0.3871239
22.25,70.25,2.220873,1.1083033,23.478546,1.3447835,20.259996,7.2917204,3.3959756,q850,0.39726678
22.25,70.5,1.6122578,2.8014948,23.119703,1.6762344,18.894917,10.186967,4.5294566,q850,0.36802492
22.25,70.75,2.1431732,1.6600891,19.354898,1.7117373,18.501371,7.64263,3.7876651,q850,0.35318148
22.25,71.0,2.3633287,1.6090401,19.311325,1.7451998,20.252956,7.6016674,3.3554041,rh850,0.36012352
22.25,71.25,1.6364242,2.2922482,28.595377,1.643296,17.238432,8.180327,4.8804536,q850,0.44356915
22.25,71.5,2.2046313,1.5319722,20.723938,1.6550015,16.124063,6.674579,6.5573797,q850,0.37359568
22.25,71.75,2.3921368,2.714574,21.68259,1.7957733,16.268936,6.7173557,6.340336,q850,0.37440777
22.25,72.0,2.0303557,1.1366166,23.631935,2.114287,19.093946,7.441744,5.578391,q850,0.38723564
22.25,72.25,2.2448144,1.9287385,19.094957,1.2431839,19.191841,6.0009794,5.0251007,rh850,0.35066646
22.25,72.5,2.227189,1.7357363,22.544802,1.5512733,20.536766,8.7263775,5.8846283,q850,0.3566833
22.25,72.75,3.1119986,2.0509555,30.315323,1.8400704,32.59675,9.962259,9.73152,rh850,0.36376694
22.25,73.0,2.3591635,1.0606091,18.835867,1.1044848,27.477379,4.85234,4.850459,rh850,0.4538692
22.25,73.25,2.723126,2.5352888,29.010199,1.6217655,24.523952,6.7999663,11.483213,q850,0.3686292
22.25,73.5,2.424422,1.0644481,20.602245,2.0583904,25.358074,6.5025125,8.240521,rh850,0.3827598
22.25,73.75,2.3266985,2.6460123,27.233173,2.8001838,30.181889,7.245022,7.209998,rh850,0.3789648
22.25,74.0,2.9012034,2.1938105,17.690376,2.1465423,22.021984,3.662069,6.7093353,rh850,0.38415807
22.25,74.25,3.7811928,2.6948094,21.914295,2.789651,20.220078,6.0262976,6.8676186,q850,0.3408454
22.25,74.5,3.0922885,1.9858915,24.963755,2.5174515,37.51955,7.274834,7.9078298,rh850,0.44005215
22.25,74.75,3.2829852,2.4281328,24.71056,2.2214189,31.65492,7.3843627,5.478914,rh850,0.4102435
22.25,75.0,3.9160879,4.982166,25.711853,3.7839174,42.7463,11.709284,10.700753,rh850,0.4128069
22.25,75.25,2.7009542,4.181326,28.979973,2.863393,31.56022,7.1816335,8.277767,rh850,0.36806953
22.25,75.5,3.1588302,4.8609233,21.799442,2.5446079,28.039585,6.5030584,7.694565,rh850,0.37586066
22.25,75.75,2.6530862,5.4751906,18.12688,3.5026162,37.84725,8.909196,9.984918,rh850,0.43754485
22.25,76.0,3.6291997,5.0155616,27.362434,3.2724586,29.877117,8.383278,9.742101,rh850,0.342305
22.25,76.25,1.5751361,7.865032,26.775381,2.6231248,29.057241,8.11841,6.522236,rh850,0.352053
22.25,76.5,2.8243425,7.6806607,26.752573,3.2514007,33.19104,9.448579,8.766589,rh850,0.3611051
22.25,76.75,4.5867033,5.446202,30.258198,2.943221,32.3244,9.078231,9.927274,rh850,0.3418248
22.25,77.0,4.965964,10.199692,39.698215,4.071485,51.2957,13.739819,11.3275385,rh850,0.3791301
22.25,77.25,4.6245737,9.08104,34.54435,2.879357,41.146633,10.168609,8.897492,rh850,0.36955157
22.25,77.5,5.052952,8.173661,31.535158,3.387005,41.339546,8.370174,10.198233,rh850,0.3825726
22.25,77.75,5.7580137,10.913829,35.57088,4.7489343,50.619534,8.993675,11.908813,rh850,0.39388442
22.25,78.0,3.6156194,13.851548,32.864925,3.974705,49.96125,9.587037,11.440211,rh850,0.398748
22.25,78.25,4.6578884,13.729247,27.65829,2.6993086,60.918728,11.1510315,10.109057,rh850,0.4653
22.25,78.5,3.6358173,12.515474,34.14239,4.109605,54.050686,6.878763,10.268402,rh850,0.43033597
22.25,78.75,3.835394,9.505337,25.859331,2.7784595,39.201332,7.506355,6.7456374,rh850,0.4107783
22.25,79.0,2.7098043,10.526043,33.737263,3.4971995,35.752285,7.7005863,9.083541,rh850,0.3470869
22.25,79.25,4.0358796,15.470523,44.790005,2.1956575,45.080185,9.069747,12.530366,rh850,0.33851007
22.25,79.5,2.4561155,7.571108,29.829243,2.5610998,29.983187,7.4869294,8.405096,rh850,0.3395882
22.25,79.75,1.592551,9.014996,36.297825,2.4382217,35.6311,8.233388,9.386848,q850,0.35379744
22.25,80.0,1.2572329,8.071611,26.757416,2.7167778,27.99672,11.344745,9.359505,rh850,0.31994787
22.25,80.25,2.157673,7.1961274,35.83938,2.5899825,45.299984,12.033506,9.264469,rh850,0.39604425
22.25,80.5,2.7741148,11.561223,41.67823,3.4058383,45.674423,12.645998,10.255489,rh850,0.35684448
22.25,80.75,2.402414,7.1253734,23.357044,1.8015922,41.13094,8.104961,10.079073,rh850,0.43755665
22.25,81.0,3.808609,9.602023,38.368744,2.623326,40.174805,12.059037,11.011065,rh850,0.34148425
22.25,81.25,2.1797826,2.6363466,30.763105,2.7161295,20.113441,10.674769,7.635813,q850,0.40098217
22.25,81.5,2.3355544,3.9060066,33.846634,2.421787,25.045551,10.972283,8.327891,q850,0.3896881
22.25,81.75,1.627662,2.4287436,29.618813,3.023518,19.686983,12.574472,7.4131722,q850,0.387816
22.25,82.0,2.2878458,3.5912766,34.953518,2.5035028,30.647552,12.0599,8.288011,q850,0.37053877
22.25,82.25,1.7595383,4.503132,27.577196,2.4790697,22.514528,10.906879,5.6151366,q850,0.3659614
22.25,82.5,1.7111562,5.074252,42.12582,3.611622,36.905666,20.139637,8.448121,q850,0.35694927
22.25,82.75,1.8669412,2.3886404,29.906815,2.4531329,30.515259,14.317112,7.122917,rh850,0.34452954
22.25,83.0,2.691395,4.588856,40.091557,3.2172704,40.533848,17.864769,9.739968,rh850,0.34140188
22.25,83.25,3.3274074,5.3267603,51.480423,3.3916051,50.28842,22.819803,13.33761,q850,0.3432668
22.25,83.5,2.8374157,1.8146392,34.61768,2.658522,28.653078,10.741553,8.161925,q850,0.38685533
22.25,83.75,2.2404203,2.867114,32.459034,3.2422686,26.688925,12.918854,7.8619027,q850,0.36768895
22.25,84.0,2.0745392,2.920965,37.513397,3.3714614,35.94162,14.499179,8.127608,q850,0.35915595
22.25,84.25,2.6896574,1.6383781,38.283176,2.6029887,24.13239,15.318099,7.75066,q850,0.4142513
22.25,84.5,1.2350311,1.1323936,29.01887,2.993817,21.251402,11.6741705,5.976108,q850,0.39599016
22.25,84.75,2.4604597,1.8947648,33.79981,2.702376,23.716734,11.956944,5.7458653,q850,0.41080528
22.25,85.0,1.3888127,1.1448736,25.076628,2.1465046,18.276022,9.796358,5.951938,q850,0.3931668
22.25,85.25,2.087531,1.4603561,28.717558,2.9449427,22.847689,12.021708,6.1861534,q850,0.37654504
22.25,85.5,2.4706273,2.3820026,46.774403,2.2541707,35.703743,15.128447,10.460438,q850,0.40612006
